url,page,title,store,brand,tech,size,resolution,price
https://www.ebay.com/p/111563161,13,"SUPERSONIC SC-1311 13"" LED 720p 5ms",Ebay,SUPERSONIC,LED,13,720p,$105.06
https://www.newegg.com/p/16C-0008-00048,11,"Naxa NTD-1356 13"" 720p HD LED TV with Built-In Digital TV Tuner & DVD/Media Player + Car Package, Black",Newegg,NAXA,LED,13,720p,$117.99
https://www.newegg.com/p/N82E16889612025,5,"SuperSonic 13.3"" 720p LED-LCD HDTV",Newegg,SUPERSONIC,LED,13.3,720p,$97.99
https://www.walmart.com/ip/Supersonic-SC-1311-13-3-720p-LED-TV/54596354,4,"Supersonic SC-1311 13.3"" 720p LED TV",Walmart,SUPERSONIC,LED,13.3,720p,$99.99
https://www.walmart.com/ip/Supersonic-SC-1311-13-3-720p-LED-LCD-TV-16-9-HDTV-ATSC-90-deg-45-deg-1366-x-768-USB/158168344,11,"Supersonic SC-1311 13.3"" 720p LED-LCD TV - 16:9 - HDTV - ATSC - 90° / 45° - 1366 x 768 - USB",Walmart,SUPERSONIC,LED,13.3,720p,$103.58
https://www.walmart.com/ip/Axess-13-3-Class-HD-720P-LED-TV-with-Built-in-DVD-TVD1801-13/41051347,5,"Axess 13.3"" Class HD (720P) LED TV with Built-in DVD (TVD1801-13)",Walmart,AXESS,LED,13.3,720p,$125.12
https://www.walmart.com/ip/Supersonic-13-3-Class-HD-LED-TV-720p-60Hz-SC-1311-and-SC-612-HDTV-Flat-Digital-Antenna/55844187,10,"Supersonic 13.3"" Class - HD LED TV - 720p, 60Hz (SC-1311) and SC-612 HDTV Flat Digital Antenna",Walmart,SUPERSONIC,LED,13.3,720p,$134.71
https://www.walmart.com/ip/Supersonic-13-3-Class-HD-LED-TV-720p-60Hz-SC-1311-and-SC-611-HDTV-Flat-Digital-Antenna/55844201,11,"Supersonic 13.3"" Class - HD LED TV - 720p, 60Hz (SC-1311) and SC-611 HDTV Flat Digital Antenna",Walmart,SUPERSONIC,LED,13.3,720p,$146.83
https://www.walmart.com/ip/Supersonic-13-3-Class-HD-LED-TV-720p-60Hz-SC-1311-and-Mohu-Leaf-30-HDTV-Antenna/55581335,10,"Supersonic 13.3"" Class - HD, LED TV - 720p, 60Hz (SC-1311) and Mohu Leaf 30 HDTV Antenna",Walmart,SUPERSONIC,LED,13.3,720p,$149.99
https://www.walmart.com/ip/Supersonic-13-3-Class-HD-LED-TV-720p-60Hz-SC-1311-and-Mohu-Leaf-50-HDTV-Antenna/55581349,10,"Supersonic 13.3"" Class - HD, LED TV - 720p, 60Hz (SC-1311) and Mohu Leaf 50 HDTV Antenna",Walmart,SUPERSONIC,LED,13.3,720p,$150.72
https://www.walmart.com/ip/Supersonic-13-3-Class-HD-LED-TV-DVD-Combo-720p-60Hz-SC-1312-and-SC-611-HDTV-Flat-Digital-Antenna/55844202,8,"Supersonic 13.3"" Class - HD LED TV/DVD Combo - 720p, 60Hz (SC-1312) and SC-611 HDTV Flat Digital Antenna",Walmart,SUPERSONIC,LED,13.3,720p,$177.77
https://www.walmart.com/ip/Supersonic-13-3-Class-HD-LED-TV-DVD-Combination-720p-60Hz-SC-1312-and-Mohu-Leaf-30-HDTV-Antenna/55581336,11,"Supersonic 13.3"" Class - HD, LED TV/DVD Combination - 720p, 60Hz (SC-1312) and Mohu Leaf 30 HDTV Antenna",Walmart,SUPERSONIC,LED,13.3,720p,$181.07
https://www.walmart.com/ip/Supersonic-13-3-Class-HD-LED-TV-DVD-Combo-720p-60Hz-SC-1312-and-SC-612-HDTV-Flat-Digital-Antenna/55844188,11,"Supersonic 13.3"" Class - HD LED TV/DVD Combo - 720p, 60Hz (SC-1312) and SC-612 HDTV Flat Digital Antenna",Walmart,SUPERSONIC,LED,13.3,720p,$184.55
https://www.walmart.com/ip/Supersonic-13-3-Class-HD-LED-TV-DVD-Combination-720p-60Hz-SC-1312-and-Mohu-Leaf-50-HDTV-Antenna/55581350,10,"Supersonic 13.3"" Class - HD, LED TV/DVD Combination - 720p, 60Hz (SC-1312) and Mohu Leaf 50 HDTV Antenna",Walmart,SUPERSONIC,LED,13.3,720p,$203.68
https://www.newegg.com/p/0V5-001N-00008,8,"Supersonic SC-1311 13.3"" LED Widescreen HDTV Television w/ HDMI/USB Input",Newegg,SUPERSONIC,LED,13.3,1080p,$98.90
https://www.amazon.com/Tyler-13-3-Inch-Digital-Widescreen-TTV901-13-BK/dp/B07H653YXS,4,"Tyler 13.3-Inch Digital LED HDTV Widescreen Television - Full Ultra HD 1080p Monitor Flat Screen TV w/ Stand - HDMI, USB, RCA, VGA, USB, Coax Input – Wall Mountable – Mac PC – Stereo Speakers - AC/DC",Amazon,RCA,LED,13.3,1080p,$99.95
https://www.newegg.com/p/16C-0009-00013,11,"Supersonic SC-1311 White 13.3"" LED Widescreen HDTV Television w/ HDMI In",Newegg,SUPERSONIC,LED,13.3,1080p,$109.00
